Fp1 Fp2 AF3 AF4 Fz F3 F4 F7 F8 FC5 FC6 FT7 FT8 Cz FC1 FC2 C3 C4 T7 T8 CP1 CP2 CP5 CP6 TP7 TP8 Pz P3 P4 P7 P8 PO9 PO10 PO3 PO4 PO7 PO8 O1 O2 Oz time
-47.34278 -52.54348 -47.31251 -47.80809 -13.66744 -33.95034 -39.25537 -24.83532 -61.05655 -13.22276 -30.98436 -13.79939 -38.84673 37.3204 1.033805 0.2729132 17.57913 13.5137 -12.5833 -23.03391 36.69825 40.45391 -3.549034 2.714111 -14.92889 -6.302514 35.15666 19.04531 33.51139 -12.22582 9.924131 16.28222 35.20584 35.1147 51.73957 18.45004 37.13287 48.78647 59.60764 69.85651 765.5311
-46.97799 -52.24339 -47.21059 -47.45713 -13.37495 -33.71973 -38.97603 -24.8705 -60.94265 -13.09468 -30.66805 -13.6163 -38.58235 37.46693 1.290804 0.607575 17.68743 13.76076 -12.68862 -22.98016 36.6933 40.54453 -3.609577 2.722136 -15.01331 -6.32477 34.88849 19.03515 33.53582 -12.45975 9.782475 16.13091 34.88094 34.79643 51.32582 18.16717 36.87876 48.35304 59.24126 69.51328 767.5351
-46.79224 -52.12712 -47.12377 -46.99729 -13.02699 -33.45265 -38.71269 -24.84302 -60.79855 -12.98199 -30.43122 -13.43312 -38.36619 37.70334 1.635033 1.026528 17.81783 14.02123 -12.64172 -23.03964 36.75426 40.67428 -3.599321 2.730861 -15.03798 -6.444911 34.60241 19.04424 33.55883 -12.66753 9.533416 15.96781 34.43713 34.47859 50.93504 17.80276 36.54319 47.88311 58.88429 69.1806 769.5391
-46.16733 -51.89673 -47.15578 -46.63303 -12.70125 -33.2715 -38.60135 -24.75674 -60.62999 -12.93164 -30.3055 -13.25234 -38.17743 37.95268 1.994532 1.442291 17.97509 14.35317 -12.47604 -23.18303 36.86602 40.8271 -3.489655 2.714243 -14.98624 -6.512832 34.3489 19.0578 33.50204 -12.79461 9.193912 15.76614 33.911 34.1313 50.52302 17.42541 36.13469 47.44158 58.48197 68.85251 771.5431
-46.54521 -52.13632 -47.22032 -46.28991 -12.40378 -33.11486 -38.49223 -24.71351 -60.43353 -12.87553 -30.12072 -13.04811 -38.00193 38.20005 2.367671 1.802128 18.15706 14.70421 -12.28015 -23.27466 36.98184 40.97181 -3.324596 2.807069 -14.89723 -6.514205 34.1095 19.09759 33.53274 -12.77907 8.886497 15.68765 33.53358 33.88574 50.23431 17.15351 35.78158 47.0053 58.14895 68.53714 773.5471
-46.88861 -52.2855 -47.25286 -45.98579 -12.19254 -32.98104 -38.42184 -24.55812 -60.24489 -12.81172 -29.89348 -12.87528 -37.93263 38.37813 2.673137 2.0967 18.34332 15.09608 -12.05944 -23.29491 37.02531 41.07256 -3.13408 2.895085 -14.78973 -6.516274 33.88581 19.10279 33.55098 -12.69195 8.539877 15.60789 33.2022 33.64228 49.9902 16.90249 35.41123 46.5724 57.83662 68.17226 775.5511
-46.71888 -52.17657 -47.14752 -45.71156 -11.9618 -32.78014 -38.30516 -24.22741 -60.06171 -12.64374 -29.67681 -12.78146 -37.98233 38.53894 2.997712 2.39765 18.56099 15.44684 -11.87372 -23.3105 37.0496 41.12963 -2.957652 2.909263 -14.71767 -6.632895 33.67461 19.06266 33.50275 -12.60919 8.151578 15.4507 32.80536 33.34217 49.66226 16.6254 35.01179 46.08837 57.45024 67.70427 777.5551
-46.55996 -52.02304 -46.9513 -45.36104 -11.70719 -32.42265 -37.96728 -23.83492 -59.84438 -12.27953 -29.43672 -12.73205 -38.08054 38.70091 3.394468 2.715385 18.79518 15.75243 -11.75481 -23.3566 37.07812 41.16935 -2.785649 2.843148 -14.67533 -6.822442 33.50563 19.04791 33.44556 -12.58376 7.673954 15.2071 32.24117 33.07204 49.35991 16.32293 34.50109 45.55574 57.08934 67.13441 779.5591
-46.18573 -51.69224 -46.73608 -45.05542 -11.44846 -31.95928 -37.50131 -23.36092 -59.60171 -11.82471 -29.2197 -12.62041 -38.13461 38.83635 3.80834 3.000387 19.00264 16.00571 -11.60371 -23.43544 37.08235 41.16242 -2.616718 2.698174 -14.62767 -7.06332 33.33097 19.02223 33.33228 -12.63694 7.200699 14.89333 31.59947 32.80731 48.97534 16.04435 33.9435 45.0552 56.63975 66.49379 781.5631
-45.69961 -51.20222 -46.41183 -44.86038 -11.20547 -31.45512 -37.01207 -22.81229 -59.34883 -11.34034 -29.01121 -12.44553 -38.07038 38.89817 4.22917 3.218135 19.15549 16.17641 -11.36907 -23.43532 37.018 41.0771 -2.461492 2.531119 -14.55847 -7.371058 33.10495 18.93535 33.17617 -12.73863 6.753642 14.52812 30.95586 32.51051 48.52945 15.80916 33.39878 44.62276 56.12387 65.84785 783.5671
-45.35285 -50.83153 -45.89628 -44.75442 -10.93569 -30.96305 -36.57335 -22.22315 -59.02937 -10.87678 -28.78725 -12.23615 -37.90671 38.91879 4.660042 3.403156 19.2762 16.28997 -11.06638 -23.31688 36.90731 40.96088 -2.301547 2.385352 -14.45339 -7.702873 32.8229 18.82439 32.9938 -12.82635 6.307647 14.17043 30.32208 32.21218 48.05941 15.61677 32.88448 44.22087 55.59472 65.26541 785.5712
-45.02676 -50.56449 -45.26466 -44.76638 -10.63718 -30.57415 -36.21901 -21.70377 -58.64044 -10.59909 -28.60248 -12.07806 -37.69623 38.85918 5.051702 3.57347 19.3271 16.39405 -10.78166 -23.09875 36.76203 40.83778 -2.162305 2.288924 -14.38043 -7.914919 32.5313 18.69773 32.82021 -12.87603 5.965502 13.92225 29.78318 31.9103 47.56801 15.47503 32.48721 43.84569 55.0475 64.75123 787.5751
-44.51888 -50.28603 -44.60396 -44.91218 -10.29666 -30.30607 -36.04158 -21.31896 -58.27715 -10.48481 -28.44032 -12.05363 -37.50986 38.85196 5.407829 3.790303 19.3225 16.52465 -10.64358 -22.85919 36.62095 40.74905 -2.107059 2.283365 -14.38837 -8.08053 32.25346 18.55641 32.65585 -12.88982 5.696701 13.79093 29.28687 31.58506 47.06707 15.36907 32.163 43.5323 54.56551 64.34073 789.5792
-44.1664 -50.03066 -43.88974 -45.05304 -9.937725 -30.10087 -35.95559 -21.09147 -57.9413 -10.33496 -28.24698 -12.12123 -37.32658 38.81361 5.726286 4.016178 19.27176 16.64035 -10.69103 -22.60624 36.43957 40.6543 -2.178116 2.362327 -14.47854 -8.159025 31.98474 18.40279 32.48454 -12.9287 5.593905 13.69438 28.90033 31.26398 46.51125 15.27402 31.99132 43.25048 54.08666 64.01872 791.5832
-44.21633 -49.94708 -43.1988 -45.10334 -9.600131 -29.8629 -35.89227 -20.98351 -57.61124 -10.04183 -28.06504 -12.19068 -37.11566 38.77061 6.023865 4.187383 19.25495 16.69117 -10.81173 -22.39144 36.21399 40.54557 -2.283283 2.457186 -14.58133 -8.147014 31.68957 18.2536 32.34338 -12.96644 5.600435 13.60763 28.58936 30.9906 46.03452 15.19397 31.90383 42.92205 53.62542 63.69744 793.5872
-43.64371 -49.56169 -42.66251 -45.06734 -9.25565 -29.61807 -35.93158 -20.95116 -57.33434 -9.702023 -27.96096 -12.28795 -36.94086 38.69482 6.277158 4.334444 19.32076 16.73892 -10.94683 -22.2635 35.9776 40.43777 -2.408384 2.509778 -14.7577 -8.169158 31.36268 18.04365 32.12572 -13.09293 5.666372 13.46233 28.40084 30.64558 45.56462 15.01901 31.83805 42.57207 53.11234 63.31876 795.5912
-43.5135 -49.34929 -42.24978 -44.71568 -8.895316 -29.30173 -35.89368 -20.92929 -57.03389 -9.351638 -27.86185 -12.39954 -36.79248 38.74741 6.519643 4.500528 19.40687 16.76206 -11.11092 -22.17033 35.74298 40.35934 -2.475841 2.531348 -14.90175 -8.229914 31.01537 17.88053 31.97924 -13.28225 5.638017 13.33379 28.25496 30.3597 45.27761 14.79646 31.68774 42.1792 52.73708 62.87066 797.5952
-43.38734 -49.22456 -41.96175 -44.209 -8.531114 -29.00113 -35.8267 -20.8995 -56.76116 -9.145548 -27.79776 -12.47955 -36.69383 38.76758 6.661043 4.664501 19.43794 16.79111 -11.28994 -22.13558 35.498 40.29794 -2.443687 2.540808 -14.94828 -8.278489 30.67656 17.74879 31.90771 -13.49071 5.622233 13.21653 28.23301 30.09827 45.08897 14.55534 31.58827 41.80214 52.42903 62.42698 799.5992
-43.35144 -49.12067 -41.80129 -43.7244 -8.199862 -28.77669 -35.74244 -20.98355 -56.61143 -9.147889 -27.75961 -12.5094 -36.65061 38.77146 6.750766 4.823423 19.42142 16.8755 -11.464 -22.21741 35.2982 40.28633 -2.328937 2.580904 -14.90895 -8.313497 30.36444 17.66154 31.93072 -13.60285 5.559208 13.13245 28.24252 29.87529 45.0476 14.3974 31.47676 41.52096 52.27483 62.14111 801.6032
-43.77576 -49.13306 -41.66608 -43.2724 -7.91331 -28.60448 -35.53785 -21.12935 -56.6035 -9.336072 -27.71794 -12.47247 -36.58451 38.81039 6.819574 4.944372 19.35501 16.95942 -11.59206 -22.3648 35.14116 40.32228 -2.201021 2.600327 -14.79159 -8.259131 30.12061 17.66634 32.0168 -13.57778 5.506514 13.09578 28.27929 29.75767 45.01311 14.39872 31.40376 41.33374 52.15827 62.04375 803.6072
-43.8707 -49.00533 -41.58478 -42.89048 -7.690004 -28.46661 -35.31457 -21.26364 -56.74992 -9.609846 -27.75209 -12.43385 -36.46729 38.81627 6.872385 5.050857 19.2869 17.02025 -11.63992 -22.49724 35.01844 40.36493 -2.117773 2.596928 -14.6977 -8.253829 29.931 17.69021 32.052 -13.47609 5.423401 13.05491 28.24299 29.63188 44.97932 14.5087 31.28986 41.22281 52.06053 62.01817 805.6112
-43.96184 -48.91356 -41.55111 -42.56466 -7.45959 -28.30087 -35.1062 -21.34402 -56.9259 -9.780666 -27.87223 -12.38217 -36.3174 38.79103 6.978609 5.185252 19.28781 17.02292 -11.58547 -22.62718 34.93188 40.41146 -2.040161 2.605198 -14.6966 -8.151668 29.75567 17.75395 32.05232 -13.33556 5.46302 12.97438 28.25224 29.49932 44.8311 14.64855 31.25728 41.12238 51.88185 61.94965 807.6152
-43.90362 -48.80134 -41.57051 -42.37763 -7.260823 -28.12582 -34.94971 -21.36331 -56.9895 -9.807556 -28.04621 -12.34513 -36.20321 38.82689 7.129691 5.332176 19.35007 16.97614 -11.45181 -22.81655 34.88682 40.45815 -1.953739 2.638189 -14.76873 -8.025266 29.56647 17.84636 32.03484 -13.1987 5.550866 12.84679 28.22063 29.37132 44.63161 14.78581 31.21208 41.02517 51.68012 61.78854 809.6193
-43.76368 -48.64303 -41.57517 -42.32857 -7.070811 -27.9787 -34.82864 -21.28065 -56.87597 -9.713955 -28.2614 -12.27475 -36.15879 38.82203 7.29673 5.48508 19.44123 16.88941 -11.2826 -23.09825 34.8828 40.50415 -1.852126 2.648745 -14.86879 -7.863842 29.37573 17.96304 32.04449 -13.10582 5.646193 12.73239 28.137 29.25864 44.42441 14.89179 31.15962 40.92394 51.42479 61.58315 811.6232
-43.44357 -48.48953 -41.60302 -42.37069 -6.900267 -27.87285 -34.77226 -21.20272 -56.70339 -9.549903 -28.50205 -12.20968 -36.13429 38.82482 7.463809 5.632874 19.59588 16.77743 -11.18826 -23.40666 34.93019 40.55724 -1.734905 2.600774 -14.94779 -7.78874 29.19639 18.11062 32.02284 -13.01107 5.585628 12.65414 27.87168 29.17997 44.30473 15.03593 30.97956 40.842 51.22646 61.46672 813.6273
-43.06634 -48.36037 -41.62725 -42.52376 -6.735702 -27.86208 -34.78094 -21.16423 -56.52501 -9.459978 -28.67799 -12.132 -36.09928 38.806 7.625725 5.767385 19.72548 16.67276 -11.17877 -23.57105 34.98442 40.60666 -1.603602 2.516123 -14.97107 -7.628839 29.03212 18.27044 31.94423 -12.92407 5.536135 12.60321 27.56858 29.13877 44.15704 15.24752 30.84763 40.81551 51.02957 61.44997 815.6313
-42.84585 -48.37937 -41.73223 -42.77518 -6.60692 -27.9402 -34.85504 -21.26109 -56.41966 -9.48244 -28.74028 -12.02971 -36.06564 38.80122 7.797365 5.892302 19.80238 16.61095 -11.17048 -23.5454 35.02545 40.65374 -1.477288 2.502593 -14.87358 -7.464082 28.85071 18.44841 31.87184 -12.80607 5.491339 12.5475 27.2417 29.1395 44.03825 15.46811 30.76211 40.86512 50.96651 61.5094 817.6353
-42.5965 -48.36869 -41.92804 -43.07836 -6.521533 -28.05299 -34.99563 -21.35649 -56.33172 -9.567129 -28.81231 -11.91515 -36.06799 38.7643 7.942477 5.988282 19.80786 16.59112 -11.03998 -23.46232 35.00901 40.66382 -1.350721 2.553391 -14.66842 -7.279761 28.6396 18.57466 31.8167 -12.66265 5.476821 12.48829 26.97376 29.10568 43.93837 15.59538 30.71185 40.96398 50.96595 61.57808 819.6393
-42.59647 -48.40553 -42.09588 -43.34697 -6.47655 -28.12491 -35.18143 -21.36524 -56.21132 -9.596775 -28.95726 -11.79199 -36.08574 38.66327 8.086278 6.033503 19.83811 16.5794 -10.75229 -23.45243 34.97416 40.6483 -1.197417 2.61115 -14.38263 -7.177669 28.40732 18.68913 31.75644 -12.4428 5.431741 12.47823 26.71664 29.08003 43.86062 15.70511 30.60814 41.09834 50.95484 61.64513 821.6433
-42.63335 -48.33969 -42.19013 -43.59491 -6.453156 -28.13783 -35.42862 -21.19951 -56.05138 -9.538571 -29.14216 -11.6943 -36.09737 38.52171 8.187366 6.017809 19.888 16.53734 -10.40539 -23.50479 34.89597 40.57735 -1.025226 2.595083 -14.08221 -7.071908 28.13066 18.75398 31.689 -12.19309 5.454383 12.48769 26.568 29.01856 43.70347 15.78094 30.54877 41.18951 50.82363 61.62966 823.6473
-42.83775 -48.34538 -42.29044 -43.78339 -6.442987 -28.11228 -35.7048 -21.03624 -55.98125 -9.364571 -29.21804 -11.66541 -36.10203 38.35129 8.255821 5.979455 19.9626 16.44859 -10.13725 -23.48428 34.80079 40.47388 -0.852995 2.569496 -13.79419 -7.02203 27.87075 18.82984 31.6483 -11.96086 5.501943 12.49404 26.53152 28.96223 43.60268 15.83628 30.50098 41.22797 50.72221 61.6035 825.6513
-43.01343 -48.34394 -42.39204 -43.9644 -6.37745 -28.09093 -35.95774 -20.97246 -56.06391 -9.176913 -29.141 -11.76588 -36.13841 38.24164 8.303141 5.982996 20.0444 16.3687 -10.06713 -23.36906 34.6916 40.38859 -0.7301216 2.596724 -13.57768 -6.927149 27.60722 18.84939 31.66707 -11.78753 5.648271 12.49623 26.65477 28.82484 43.59742 15.83684 30.51019 41.18695 50.66656 61.49976 827.6553
-43.21661 -48.25119 -42.39978 -44.00253 -6.267341 -28.07129 -35.99871 -21.03603 -56.18823 -8.945546 -28.95999 -11.96848 -36.20916 38.06048 8.333446 5.999955 20.11732 16.33003 -10.15565 -23.17491 34.55369 40.29847 -0.6599998 2.658383 -13.4197 -6.870618 27.38667 18.8702 31.69862 -11.6966 5.842496 12.4469 26.86053 28.64127 43.58045 15.75922 30.54195 41.08762 50.58214 61.29319 829.6593
-43.14617 -47.95921 -42.31293 -43.94154 -6.116644 -28.04654 -35.86059 -21.10087 -56.32363 -8.683232 -28.81942 -12.14718 -36.33687 37.83971 8.376045 6.017128 20.25413 16.30092 -10.23553 -23.04523 34.45071 40.20274 -0.6123802 2.689352 -13.29094 -6.920576 27.18942 18.89296 31.68223 -11.64682 5.876453 12.36571 26.87945 28.44742 43.57494 15.69193 30.41777 40.94983 50.48898 60.99261 831.6633
-43.22343 -47.78286 -42.11776 -43.84686 -5.929573 -27.89867 -35.57333 -21.04855 -56.47377 -8.44583 -28.68849 -12.20205 -36.44601 37.59315 8.400261 6.003593 20.37766 16.20602 -10.17636 -22.99666 34.34236 40.04434 -0.536415 2.651563 -13.17129 -7.02776 26.98594 18.95728 31.62434 -11.5716 5.83367 12.37511 26.79422 28.31805 43.48798 15.74867 30.23645 40.80297 50.287 60.65025 833.6674
-43.56755 -47.85697 -41.79255 -43.78462 -5.669166 -27.6267 -35.30926 -20.91098 -56.62091 -8.289884 -28.46632 -12.15642 -36.50965 37.40627 8.455003 6.005896 20.48652 16.05279 -9.950386 -22.98178 34.26756 39.88028 -0.4390989 2.608959 -13.07869 -7.165008 26.78795 19.07079 31.55275 -11.39827 5.675097 12.47433 26.55558 28.25176 43.34858 15.91705 29.9399 40.67398 50.06903 60.28179 835.6713
-43.37424 -47.85842 -41.44803 -43.91022 -5.34905 -27.35239 -35.17045 -20.75181 -56.7746 -8.231636 -28.24698 -12.08596 -36.54257 37.2681 8.519167 6.058257 20.62444 15.91006 -9.566772 -23.0093 34.23262 39.74678 -0.3308161 2.537749 -13.01856 -7.269039 26.57726 19.172 31.38335 -11.12325 5.511524 12.45064 26.2387 28.10343 43.04261 16.09083 29.59059 40.53507 49.70438 59.82723 837.6754
-43.80475 -48.22643 -41.11659 -44.01306 -4.924681 -27.0428 -35.02898 -20.63119 -56.91073 -8.108034 -28.17671 -11.8678 -36.51223 37.22086 8.719653 6.231114 20.85941 15.78362 -9.143375 -23.08501 34.30401 39.70088 -0.187885 2.535851 -12.94563 -7.403347 26.34842 19.35213 31.23523 -10.74534 5.449321 12.272 25.97151 27.97865 42.58025 16.2935 29.28021 40.34295 49.18001 59.32365 839.6794
-43.96813 -48.55803 -40.78043 -44.02085 -4.541994 -26.78452 -34.99545 -20.44695 -57.00761 -8.021077 -28.35261 -11.48549 -36.50207 37.23174 8.959009 6.451048 21.13998 15.71274 -8.86731 -23.25278 34.4407 39.70644 -0.01775272 2.567891 -12.82404 -7.530707 26.11612 19.54523 31.05775 -10.34875 5.26544 12.03192 25.50825 27.86154 42.16926 16.54646 28.82106 40.13809 48.68759 58.8257 841.6833
-44.22653 -49.07889 -40.42564 -43.90486 -4.242399 -26.5642 -34.98753 -20.2522 -57.02581 -7.985811 -28.54832 -11.11009 -36.57245 37.15826 9.15198 6.632224 21.40221 15.66606 -8.847424 -23.41788 34.57604 39.69888 0.1747978 2.66323 -12.6626 -7.631183 25.95369 19.75655 30.9712 -9.998032 5.118018 11.88477 25.03724 27.81841 41.87735 16.77883 28.44795 39.96145 48.28041 58.43354 843.6874
-44.59304 -49.71891 -40.15717 -43.81028 -3.996231 -26.33257 -35.0335 -20.09059 -57.05044 -7.963899 -28.64383 -10.8626 -36.75474 37.18568 9.347831 6.814434 21.65968 15.64418 -8.942892 -23.63115 34.73741 39.69694 0.4162625 2.762408 -12.42465 -7.592518 25.80774 19.97779 30.91267 -9.647622 5.052375 11.83985 24.63186 27.81277 41.65409 16.99768 28.20375 39.8191 47.9208 58.11412 845.6914
-44.70134 -50.24565 -39.95704 -43.69289 -3.788974 -26.08907 -35.08615 -19.90558 -57.04919 -7.956459 -28.68397 -10.56288 -36.90572 37.14365 9.510077 6.938994 21.89935 15.63391 -8.921769 -23.86545 34.8824 39.6739 0.6846588 2.805691 -12.07835 -7.636003 25.69522 20.18225 30.86274 -9.298149 4.949286 11.8065 24.25134 27.77736 41.46107 17.11534 27.93746 39.65356 47.57009 57.79548 847.6954
-44.59282 -50.55519 -39.77652 -43.51978 -3.626607 -25.91019 -35.11618 -19.65835 -56.99336 -8.000461 -28.6654 -10.22855 -36.9631 37.05394 9.633992 7.01344 22.04263 15.63418 -8.734751 -23.99547 34.94711 39.61213 0.972815 2.812791 -11.67983 -7.72575 25.61899 20.35373 30.79029 -8.962259 4.792909 11.74379 23.8955 27.67515 41.23838 17.16403 27.60601 39.45087 47.19306 57.4183 849.6994
-44.82507 -50.92832 -39.63239 -43.28078 -3.441922 -25.76226 -35.05245 -19.44368 -56.98722 -7.976101 -28.50852 -9.928861 -36.97763 36.95271 9.788615 7.132522 22.14342 15.62268 -8.453526 -24.03242 34.96436 39.55866 1.289929 2.873112 -11.27108 -7.691751 25.53397 20.54149 30.75945 -8.617496 4.689359 11.72215 23.59123 27.5687 40.93777 17.16755 27.30224 39.20937 46.79536 56.97943 851.7034
-44.83784 -51.05429 -39.59426 -43.07587 -3.325421 -25.69739 -34.87842 -19.32696 -57.05929 -7.862099 -28.26439 -9.783426 -36.99498 36.85548 9.910969 7.264013 22.22178 15.67879 -8.199451 -24.01357 34.93874 39.51133 1.669615 2.960188 -10.85985 -7.56881 25.45269 20.69229 30.72485 -8.339038 4.577978 11.71661 23.21027 27.41856 40.65324 17.13621 26.94811 38.92657 46.45988 56.4459 853.7074
-44.86896 -51.00399 -39.62559 -43.02133 -3.208874 -25.72678 -34.70185 -19.29301 -57.16111 -7.737343 -28.08466 -9.742581 -36.96114 36.72701 10.03029 7.426477 22.34354 15.76398 -8.019388 -23.98577 34.96362 39.51625 2.078127 3.065057 -10.42758 -7.38574 25.39667 20.84573 30.69643 -8.118411 4.592215 11.75264 22.97767 27.25794 40.18144 17.09546 26.74302 38.67961 46.03249 55.93677 855.7114
-44.97821 -50.90748 -39.68636 -43.13903 -3.137403 -25.87083 -34.57551 -19.31823 -57.19392 -7.640768 -28.03892 -9.752537 -36.80809 36.617 10.12324 7.594262 22.49214 15.85666 -7.923293 -23.8935 35.05593 39.59268 2.459003 3.189973 -9.993093 -7.132111 25.35473 21.00169 30.71585 -7.905409 4.508388 11.83135 22.73047 27.12123 39.83731 17.11224 26.50253 38.45158 45.76283 55.49062 857.7155
-45.23277 -50.84246 -39.78123 -43.37986 -3.111713 -26.06492 -34.49649 -19.37859 -57.2155 -7.655006 -28.00151 -9.815513 -36.55294 36.47221 10.15814 7.69844 22.61088 15.88631 -7.951205 -23.68741 35.15307 39.65443 2.721495 3.320563 -9.648647 -6.96322 25.34035 21.16134 30.76476 -7.705723 4.491841 11.94371 22.63062 27.01126 39.51624 17.18175 26.42675 38.24216 45.52821 55.17929 859.7194
-45.37942 -50.67787 -39.95072 -43.62655 -3.147852 -26.24245 -34.48947 -19.437 -57.30934 -7.779276 -27.97994 -9.890285 -36.38938 36.36712 10.14372 7.741484 22.68998 15.85185 -7.975783 -23.45116 35.25897 39.70232 2.931902 3.423731 -9.367822 -6.875856 25.33323 21.32976 30.80678 -7.483326 4.411119 12.10358 22.45596 26.91109 39.31449 17.27472 26.32966 38.04692 45.40123 54.98438 861.7234
-45.56815 -50.50808 -40.20576 -43.78871 -3.17221 -26.32658 -34.4915 -19.44344 -57.44746 -7.902658 -28.05484 -9.86653 -36.34192 36.17138 10.11491 7.721258 22.78513 15.75624 -7.89235 -23.20521 35.38574 39.74656 3.138644 3.475713 -9.157495 -6.759913 25.35654 21.51851 30.84863 -7.244905 4.33665 12.246 22.27259 26.8581 39.11528 17.34251 26.23068 37.88125 45.31119 54.85253 863.7275
-45.72646 -50.33629 -40.516 -43.92171 -3.188207 -26.29679 -34.52624 -19.39037 -57.59394 -8.008512 -28.20898 -9.771595 -36.374 36.03136 10.09391 7.674771 22.89297 15.62 -7.664014 -23.05553 35.54426 39.78236 3.353262 3.473604 -8.934294 -6.650519 25.3842 21.74494 30.84028 -6.955614 4.255485 12.3509 22.06881 26.8531 38.88054 17.49912 26.09145 37.7297 45.16734 54.69534 865.7314
-45.86197 -50.10563 -40.83267 -43.96949 -3.254517 -26.15839 -34.52827 -19.31579 -57.67829 -8.09612 -28.33849 -9.680067 -36.45177 35.88675 10.02862 7.591617 22.92715 15.51281 -7.3819 -23.04098 35.64471 39.77617 3.503881 3.460286 -8.742282 -6.54566 25.40573 21.93879 30.85736 -6.69466 4.166739 12.37935 21.89239 26.84096 38.71634 17.69084 25.93016 37.57085 45.07055 54.45626 867.7355
-45.80248 -49.87738 -41.17123 -43.93987 -3.298609 -26.02488 -34.59533 -19.25367 -57.83285 -8.117631 -28.4595 -9.725552 -36.61616 35.71133 9.976027 7.54035 22.96342 15.44522 -7.101777 -23.16646 35.72437 39.7893 3.619898 3.470447 -8.562303 -6.445744 25.42818 22.10508 30.94749 -6.458266 4.160094 12.33901 21.81503 26.81191 38.61954 17.88005 25.8459 37.44967 45.01125 54.16396 869.7395
-46.2358 -50.09323 -41.6074 -43.80524 -3.304697 -25.93235 -34.63168 -19.21061 -58.00401 -8.004074 -28.60116 -9.908044 -36.74865 35.56049 9.968794 7.503016 23.03503 15.36112 -6.890114 -23.24146 35.74536 39.78806 3.796052 3.525501 -8.386773 -6.288295 25.44273 22.30138 31.12244 -6.204113 4.307537 12.22861 21.94489 26.83126 38.6058 18.10342 25.90969 37.32941 45.03324 53.84705 871.7435
-46.12997 -50.20267 -42.10674 -43.7536 -3.28828 -25.92503 -34.70435 -19.07678 -58.15408 -7.91057 -28.88505 -9.97766 -36.79752 35.42859 9.970175 7.487111 23.10126 15.30547 -6.78607 -23.26117 35.71625 39.7607 4.00719 3.574273 -8.283436 -6.105671 25.37671 22.44971 31.26362 -5.998424 4.517681 12.01493 22.16316 26.77152 38.63146 18.30274 25.98349 37.22627 45.08657 53.46831 873.7475
-46.40847 -50.55029 -42.50961 -43.7602 -3.225782 -25.90606 -34.69976 -18.96987 -58.27089 -7.815879 -29.19092 -9.813336 -36.81899 35.30332 9.985811 7.467793 23.14219 15.21926 -6.79151 -23.27595 35.67608 39.70621 4.224512 3.623849 -8.221898 -5.889702 25.25007 22.63052 31.40374 -5.796493 4.805684 11.86898 22.52712 26.72903 38.6463 18.54747 26.13385 37.15707 45.10715 53.15304 875.7515
-46.59029 -50.74372 -42.68758 -43.74838 -3.164255 -25.85169 -34.62356 -18.87218 -58.39562 -7.69226 -29.42982 -9.570937 -36.92738 35.13667 9.977691 7.424726 23.14321 15.10274 -6.807831 -23.3551 35.63686 39.60973 4.430163 3.607579 -8.100135 -5.877106 25.12328 22.79335 31.55661 -5.594353 4.938745 11.77772 22.74971 26.66789 38.75418 18.78399 26.15634 37.0953 45.19472 52.87991 877.7555
-46.45671 -50.61643 -42.5777 -43.66377 -3.05244 -25.76147 -34.52137 -18.79276 -58.53271 -7.524239 -29.56255 -9.436486 -37.0729 34.79757 9.93037 7.377523 23.10051 14.9618 -6.7684 -23.41181 35.55246 39.47013 4.586632 3.545125 -7.950364 -5.878404 24.99857 22.90184 31.64873 -5.383046 5.106944 11.60456 22.89516 26.54074 38.69196 18.96206 26.20043 37.02776 45.13508 52.61043 879.7595
-46.79956 -50.6333 -42.1851 -43.43731 -2.858742 -25.59953 -34.35517 -18.81629 -58.62066 -7.267406 -29.5567 -9.46857 -37.15724 34.44955 9.928051 7.361816 23.08118 14.76899 -6.737819 -23.34856 35.41423 39.31007 4.683146 3.529485 -7.804813 -5.977344 24.88729 23.00492 31.77817 -5.151746 5.294445 11.32458 22.89809 26.45977 38.58666 19.09296 26.23087 36.93537 45.06689 52.39853 881.7635
-46.56952 -50.40541 -41.62554 -43.26218 -2.622925 -25.45358 -34.24533 -18.8917 -58.62802 -7.06003 -29.5719 -9.518894 -37.2062 34.06675 9.955577 7.355628 23.0841 14.56409 -6.714056 -23.25811 35.22282 39.12563 4.703118 3.511723 -7.722936 -6.086901 24.78271 23.04252 31.8474 -4.962266 5.47331 10.9196 22.70851 26.34899 38.46391 19.15025 26.20536 36.85487 44.95922 52.18821 883.7675
-46.64637 -50.46518 -41.02477 -43.07389 -2.373696 -25.25487 -34.10439 -18.98278 -58.48698 -6.929786 -29.68192 -9.542128 -37.25225 33.74391 10.05824 7.326845 23.07265 14.31517 -6.688948 -23.12623 35.0159 38.93046 4.689065 3.517132 -7.664011 -6.118339 24.70325 23.10402 31.95254 -4.8018 5.726481 10.49711 22.4793 26.31855 38.3884 19.18524 26.25401 36.79778 44.83174 51.95219 885.7715
-46.6394 -50.60217 -40.51017 -42.9364 -2.096775 -25.06129 -34.03013 -19.07129 -58.31065 -6.878956 -29.88907 -9.641183 -37.36974 33.47425 10.24973 7.336535 23.10323 14.07549 -6.657247 -23.02767 34.88632 38.76865 4.660729 3.564076 -7.588425 -6.191741 24.63588 23.20033 32.02695 -4.668357 5.945026 10.1479 22.1804 26.34073 38.30848 19.19309 26.27431 36.83933 44.71026 51.73979 887.7756
